name,latitude,longitude,type,tel,cel,email,address
Kookrus Clinic,-26.58894,28.00349,Clinic,016-363-1101,,,Conner Of Verwoerdweg And Marinus Oosthuizen Street
Kopanong Hospital,-26.63793,27.93328,District Hospital,016-428-7000,082-772-4132,thomasnh@gpg.gov.za,"1 Cassino Road,Duncanville,Vereeniging"
Krugersdorp Central Clinic,-26.09939,27.76868,Clinic,116607772,,,C/O Fontein And Commissioner Street
KT Motubatse Clinic,-25.58392,28.08917,Clinic,012-791=9125,082-319-5649,,20941 Extention 14
Kwa-Thema CHC,-26.293768,28.39129,Community Health Clinic,011-737-9243,082-455-1818,kate.manyoni@gauteng.gov.za,7001 Moshoeshoe Street Kwa-Thema
Laudium CHC,-25.78401,28.08798,Community Health Clinic,123749900,827880453,,C/O Bengal And 25th Avenue
Laudium Clinic,-25.78768,28.10701,Clinic,123742399,783559919,mariask@tshwane.gov.za,186 6th Avanue
Lawley 2 Clinic,-26.38272,27.80625,Clinic,011-023-0043,083-400-8958,,"Kunenet Makwarella Street,Lawley 2"
Lawley Clinic,-26.391423,27.81197,Clinic,011-855-5869,,,1501 Cnr Barracida And Mackerer Street
Lenasia Clinic,-26.314757,27.850776,Clinic,011-852-0216/011-852-6073/4/5,,,"Stand No 119 Nirvana Drive Ext13,Lenasia"
Lenasia Ext 10 Clinic,-26.339735,27.872674,Clinic,011-857-1559,072-171-1934,,"19388 Acturus Street,Lenasia Ext10"
Lenasia Ext 2 Clinic,-26.32109,27.825311,Clinic,011-852-1055,082-560-4427,,Cnr Rose And Eland
Lenasia South CHC,-26.378414,27.850052,Community Health Clinic,011-213-9600/9612,074-741-5710/083-533-0517,mduduzi-dladla@gauteng.gov.za,3 Cosmos Street
Lenasia South Civic Centre Clinic,-26.388664,27.862299,Clinic,011-855-1617,071-480-4121,,C/O Wellington And Wimbledon Street
Leondale Clinic,-26.30198,28.18256,Clinic,011-999-1354,,sibongilev@ekurhuleni.gov.za,"19 Nerine Road,Leondale"
Leratong Hospital,-26.17133,27.80774,Regional Hospital,114113531,833027518,greyd@gpg.gov.za,"1 Adcock Street,Chamdor"
Lethabong Clinic,-26.222561,28.296589,Clinic,011-999-6639,,,1030 Dlamini Nkosi Wattville
Levai Mbatha CHC,-26.53031,27.8441,Community Health Clinic,016-591-1030,071-686-9903,sompane.richard@gauteng.gov.za,814 Coner Of Hemiltong Easton& Evaton
Lillian Ngoyi CHC,-26.259523,27.934628,Community Health Clinic,119330202,,oupamakhubu@gpg.gov.za,Chris Hani Rd. Diepkloof
Lotus Gardens Clinic,-25.74521,28.0825,Clinic,,083-655-6494,mariasi@tshwane.gov.za,"Corner Anthesis & Burgamont Streets, Lotus Gardens"
Lucky Mkhwanazi Clinic,-26.385464,28.415054,Clinic,011-999-9142,,nokuthulah@ekurhuleni.com,4079 Antherium Zamani
Luipaardsvlei Old Age Home,-26.12265,27.81323,Clinic,011-955-6841,,,Victor Street
Lyttelton Clinic,-25.83524,28.19466,Clinic,123581678,827404080,rachelp@tshwane.gov.za,Cantsment And Clifton
Magagula Clinic,-26.427584,28.191513,Clinic,,082-413-7334,,114 Seboka Street Magagula Katlehong
Maki Legwete Clinic,-26.17901,27.78618,Clinic,011-419-9229,,,16218 Geba Street Kagiso Ext 12
Malvern Clinic,-26.20163,28.11171,Clinic,011-622-1245,076-676-1881,nomkhosim@joburg.org.za,Cnr Jules And 26th Street
Mamelodi Hospital,-25.718854,28.368936,District Hospital,128418302,763368857,babe.masuwe@gauteng,"19472 Serapeng Street,Tsamaya Road"
Mamelodi West Clinic,-25.7142,28.3488,Clinic,123586420,828257570,edith@tshwane.gov.za,C/O Shabangu And Nchabeleng Streets
Mandela Sisulu Clinic,-26.235067,27.906046,Clinic,119838601,,,8299 Palesa
Mandisa Shiceka Clinic,-25.40372,28.28567,Clinic,127113906,823708070,,Plot 60 Mandela Village
Maria Rantho Clinic,-25.53899,28.10365,Clinic,012-797-2857,082-3310-645,,"3180 Block L, Soshanguve"
Market Avenue Clinic,-26.6737,27.92679,Clinic,016-430-1731,082-654-3022,,22 Market Avenue Vereeniging
Mary Moodley Memorial Clinic,-26.213975,28.300647,Clinic,011-421-8680,083-245-9219,sayed.aishal@gmail.com,732 Khan Cresent Actonville Benoni
Mayfair Clinic,-26.207251,28.01577,Clinic,011-837-2380,082-467-9427,,Sommerset And 10th Avenue
Mayibuye Clinic,-26.033668,28.171429,Clinic,011-311-2021,083-312-7846,,2328 Modderfontein
Meadowlands Zone 2 Prov Clinic,-26.219355,27.899035,Clinic,119363087,828689245,,"293 Heckpoordt Circle,Zone 2"
Mercy Winterveldt NGO Clinic,-25.452144,28.059747,Clinic,012 704 1023,079 935 3730,mercywin@mweb.co.za,"Plot 1080, Winterveld, 0198"
Michael Maponya Prov Clinic,-26.263189,27.908911,Clinic,119332503,,,7479 Noayi Street Zone 1
Mid Ennerdale Clinic,-26.413982,27.846871,Clinic,011-855-5615,082-371-7710,,C/O Ormson Street And 2nd Avenue
Midrand West Clinic,-25.986831,28.11205,Clinic,113154379,731158583,tebogomoh@joburg.org.za,56 7th Road
Midvaal CDC,-26.555816,28.016918,Community Health Clinic,016-360-5880,072-230-0085,susanm@midvaal.gov.za,28 Mitchell Road Meyerton
ML Pessen Clinic,-26.18229,27.70204,Clinic,114110168,723378428,,C/O Park & Sutherland Street
Mofolo CHC,-26.248316,27.884022,Community Health Clinic,119835441,,mofolochc@gauteng.gov za,1415 Elias Motsoaledi Road
Mofolo South Clinic,-26.257724,27.886165,Clinic,119844050,834623316,,739 C/O Elias Motsoaledi And Sekhukuni Str
Mogale Clinic,-25.99729,27.5358,Clinic,145771817,,,Koster Road
Mohlakeng CHC,-26.2213,27.69409,Community Health Clinic,114143108,726497952,,904 C/O Mzolo & Ngqonyela
Moleleki Clinic,-26.384481,28.178108,Clinic,011-999-1661,,lebohankhaba@ekurhuleni.gov.za,"7703 Khotso Street,Moleleki 2"
Moroka Clinic,-26.261762,27.865939,Clinic,119841914,,,3197 Malatsi Street
Motsamai Clinic,-26.325499,28.162993,Clinic,011-999-1436/39,078-502-5761,lesibana.mampa@ekurhuleni.gov.za,265 C/O Sontong And Moagi Street
Mountain View Clinic,-26.431908,27.861698,Clinic,,083-400-9102,,248/49/50 Mountainview
Mpumelelo (Evaton North) Clinic,-26.51176,27.85491,Clinic,016-583-1736,,,1836 Rabotapi Street Evaton North
Mpumelelo Clinic,-25.985886,28.208712,Clinic,112610910,823302450,,Kahlego Street
Muldersdrift Clinic,-26.0157,27.85714,Clinic,,824950953,,C/O Beyers Naude And Clinic Road
Naledi Porta Cabin,-26.25998,27.82008,Clinic,119804926,828572638,,Letsatsi Radebe
Natalspruit Hospital,-26.32597,28.145342,Regional Hospital,011-389-0664/0518,082-869-9701,gilbert.motlatla@gauteng.gov.za,Kumalo Street Katlehong
Nellmapius Clinic,-25.73672,28.35031,Clinic,123585779,828960981,kwenam@tshwane.gov.za,"10 Loriesfontein Street, Ext 1"
New Eersterus Clinic,-25.40667,28.14467,Clinic,,083-288-6942,,"3285 Block B, New Eersterus"
Nigel Clinic,-26.418988,28.467894,Clinic,011-999-9324,,susan.smit@ekurhuleni.gov.za,Court Street
Nokuphila Clinic,-26.230513,27.851058,Clinic,119887924,833110248,,8405 Sejoe Street Ext.2
Nokuthela Ngwenya CHC,-26.350594,28.421001,Community Health Clinic,011-737-9700,083-252-7145/082-476-5214,khumalo.mponono@gauteng.gov.za,Vlakfontein Road Dunnottar
Noordgesig Prov Clinic,-26.22547,27.936081,Clinic,119351129,,,1 Main Road
Noordheuwel Satellite Clinic,-26.0896,27.80777,Satellite Clinic,119541491,,,1568 Corner Hoffnaar And Ludhersch
Northmead Clinic,-26.159321,28.312602,Clinic,011-425-0744/42,,,Corner Of Hospital And Aster Street Northmead
Odi Hospital,-25.5184,28.02245,District Hospital,012-725-2300,073-366-6295,mekgoe.maltida-gauteng.gov.za,Klipgat Road
Odirileng Maponya Clinic,-26.15897,27.78325,Clinic,011-410-8433,079-914-4424,nunu.molefe@gmail.com,2998 C/O Sebenzisa And Kagiso Avenue
Olievenhoutbosch Ext 13 Clinic,-25.91141,28.09309,Clinic,126521149,824430739,sarahk@tshwane.gov.za,C/O Hegong And Retnabile Str.
Olifantsfontein Clinic,-25.956484,28.22838,Clinic,011-999-4440,,modise@ekurhuleni.gov.za,10 Pearle Street Olifantsfontein
Onverwacht Clinic,-25.3611,28.3556,Clinic,,828564582,pontshotshenye@gmail.com,
OR Tambo Clinic,-25.92222,28.01842,Clinic,110522854,834675805,connieruss@joburg.org.za,383 Mainstreet
Orange Farm Ext 7 Clinic,-26.481881,27.848239,Clinic,011-850-3527,082-976-4547,,12481 Ext 7a Orange Farm
Orchards Clinic,-26.154668,28.085518,Clinic,011-640-7233/7265,083-736-9166,,57 Oaklands Road
Orlando Prov Clinic,-26.237367,27.919191,Clinic,119355681,768064172,,6516 Rafulbe Street
Osizweni Clinic,-26.5225,27.83468,Clinic,016-590-4004,076-725-1237,,320 West Road
Palmridge Clinic,-26.387353,28.143303,Clinic,011-999-0925,072-127-1768,tshabalalamb@ekurhuleni.gov.za,No 41 Palmridge Road
Parkhurst Clinic,-26.13776,28.01578,Clinic,117881526,837044639,gabisilemo@joburg.org.za,C/O 14th Street & 5th Avenue
Payneville Clinic,-26.23282,28.45711,Clinic,011-999-8690,,vusi.mavuso@ekurhuleni.gov,1868 Chikane Street
Petervale Clinic,-26.03804,28.047361,Clinic,011-807-2946,083-579-3662,danidab@joburg.org.za,C/R Witkoppen And Cambridge Road Petervale
Phahameng Clinic,-25.7221,28.3926,Clinic,128128000,849770429,mgmgs@tshwane.gov.za,19619 Hinterland Avenue
Phedisong 1 Clinic,-25.59972,27.98139,Community Health Clinic,012-7-3-3978,072-257-4102,,Thipe
Phedisong 1 MOU,-25.61499,27.98804,Clinic,,,,
Phedisong 4 CHC,-25.59972,27.98139,Community Health Clinic,127032993,824158650,,"5808 Lenyai Street, Zone 14 Garankuwa 0280"
Phedisong 6 Clinic,-25.60489,28.00799,Clinic,012-703-4700,082-826-7362,,"7389 Tawana Street, Zone 6, Ga-Rankuwa"
Phenduka Clinic,-26.339783,28.141876,Clinic,011-905-3939,,monica.mngadi@ekurhuleni.gov.za,279 Madondo Street
Phillip Moyo CHC,-26.11976,28.484631,Community Health Clinic,011-426-4902/3,,lukhozin@ekurhuleni.com,6944 Ersteen Street Daveyton
Phola Park CHC,-26.371772,28.132076,Community Health Clinic,011-385-1764/011-999-2660,,ooste@ekurhuleni.gov.za,10054 Mzimkhu Street
Pholosong Hospital,-26.340965,28.377519,Regional Hospital,011-812-5152,084-753-8403,goodhopem@gpg.gov.za,1067 Ndabe Street Tsakane
Phomolong Clinic,-25.7804,28.0427,Clinic,012-358-9989,084-814-4978,thinap@tshwane.gov.za,"275 Eighteenth Street, .... West, Ext 07"
Pierre Van Ryneveld Satellite Clinic,-25.84302,28.24329,Satellite Clinic,126620829,,,Faushestreet
PJ Maree Clinic,-26.20471,27.70621,Clinic,116936013,,,Clinic Street
Pontshong (Walkerville) Clinic,-26.49333,27.93308,Clinic,016-590-1428,071-686-9917,,Plot 62 Corner Of 3rd And East Road
Pretoria West Hospital,-25.73654,28.13962,District Hospital,012-380-1234,082-501-6266,sanetbe@gpg.gov.za,"380 Sytze Wierda Street, Philip Nel Park"
Princess Clinic,-26.137235,27.843593,Clinic,117665523,832740361,lindiwelongwe@joburg.org.za,8 Harry Road
Protea Glen Clinic,-26.272841,27.805511,Clinic,112970815,826604023,,Wildchestnut Street
Protea South Clinic,-26.285585,27.840407,Clinic,010-233-0062,083-303-0983,,3115 Clark Street
Rabie Ridge Clinic,-26.019409,28.171823,Clinic,113101977,824171402,edwinmad@joburg.org.za,1074 C/O Korhaam & Stilt
Rahima Moosa Hospital,-26.188128,27.973852,Regional Hospital,114709034,827721119,sjordaan@icon.co.za,"C/O Oudsthoorn And Fuel Street,Coronationville"
Ramokonopi CHC,-26.360614,28.161819,Community Health Clinic,011-903-1795,073-508-7070,daba.s@ekurhuleni.com,819 Sontonga Street
Ramotse Clinic,-25.3576,28.29507,Clinic,012 719 8171,,,
Randburg Clinic,-26.095585,28.005052,Clinic,117879393,834087064,,C/O Braam Fisher & Selkirk Avenue
Randgate Clinic,-26.16919,27.68361,Clinic,116931854,833174212,,100 Van Der Venter Street
Randvaal Clinic,-26.51518,28.04482,Clinic,016-360-5836,,,84 Rooibok Street Highbury Randvaal
Ratanda Clinic,-26.554102,28.326745,Clinic,016-343-9398,,,Boschoek Str Ratanda
Ratanda Ext 23 Clinic,-26.57477,28.32026,Clinic,,824401723,,6461 Gudluza
Ratanda Ext 7 Clinic,-26.57399,28.32431,Clinic,,082-044-8662,,Coner Of Chris Hani Drive& Osar Mpeha Street
Rayton Clinic,-25.739137,28.532041,Clinic,127344274,714715875,,"C/O Oakley And Montrose,Rayton"
Reedville Clinic,-26.264603,28.390541,Clinic,011-999-2959,078-637-4068,,"604-605 Otland Road,Springs"
Refentse Clinic (Odi),-25.39589,28.15562,Clinic,127155178,832886946,,
Refilwe Clinic,-25.6378,28.530663,Clinic,127320671,794938242,,1165 Masina Drive
Reiger Park Clinic,-26.228229,28.227503,Clinic,011-999-5878,071-686-0924,hilda.naidoo@ekurhuleni.gov.za,Plot 477 Leon Forretre Drive Reiger Park Civic
Rensburg Clinic,-26.52404,28.37193,Clinic,016-340-4526,,,Cilliers Street
Rethabiseng Clinic,-25.723197,28.716972,Clinic,,827377496,,310 Matukane Strret
Retswelapele Clinic,-26.67318,27.88029,Clinic,016-451-8938,,,8881 Mareka Street
Rex Street Clinic,-26.158861,27.865276,Clinic,117602231,834087398,,15 Rex Street
Rietvallei 2 and 3 Clinic,-26.185649,27.754244,Clinic,011-765-9854,,,3797
Riverlea Major Clinic,-26.212495,27.976416,Clinic,114742881,823764761,,130 Colorado Drive
Rondebult Clinic,-26.311935,28.210595,Clinic,011-999-0961,,salaminal@ekurhuleni.gov.za,2424 Garlic Street Rondebult
Rooihuiskraal Clinic,-25.8937,28.15372,Clinic,123580100,,carinaho@tshwane.gov.za,Tiptolhoekie
Rosebank Clinic,-26.14702,28.03733,Clinic,118801118,834087064,,8 Keyes Avenue
Rosettenville Clinic,-26.244888,28.053884,Clinic,011-435-1045,082-495-7534,prettyk@joburg.gov.za,1 Rose Street Rosettenville
Rosslyn Clinic,-25.62641,28.09489,Clinic,012-358-95348,082-774-0975,susanvdw@tshwane.gov.za,"1 Piet Rautenbach Street, Rosslyn"
Rus ter vaal Clinic,-26.57466,27.94908,Clinic,016-556-1212,,,1 Kiepersol Avenue
Sandown Clinic,-26.10647,28.055796,Clinic,011-883-7833,083-287-0336,lenosm@joburg.org.za,139 West Street Sandown
Saulsville Clinic,-25.77869,28.06719,Clinic,012-375-5946,083-301-7368,rosinahm@tshwane.gov.za,"31a Sekhu Street, Saulsville"
Sead Clinic,-26.393381,28.396153,Clinic,011-999-9275,,,1738 Sontonga Street Masechaba Duduza
Sebei Motsoeneng Clinic,-26.56419,27.84229,Clinic,016-594-2128,071-686-9940,,7419 Ezibindini Street
Sebokeng Hospital,-26.60673,27.84801,Regional Hospital,016-930-3300,082-374-9560,zolelan@gpg.gov.za,Moshoeshoe
Sedilega Clinic,-25.49973,28.0355,Clinic,012-702-2300,,,"891 Block U, Mabopane"
Selope Thema Clinic,-26.307133,28.419107,Clinic,119998781,,,"Masimbeni Street,"
Senaoane Clinic,-26.273834,27.864938,Clinic,119844044,834621823,,1928 Komati Street
Shanty Clinic,-26.229067,27.917413,Clinic,119392015,834617175,,1000 Armitage Road
Sharpeville CHC,-26.68694,27.87063,Community Health Clinic,016-451-1540,082-855-6857,,91732 Wae Street
Silverton Clinic,-25.733389,28.297608,Clinic,0128048957/8,,kathrinek@tshwane.gov.za,Pretoria Road
Simunye Clinic (Brakpan),-26.368095,28.356893,Clinic,011-999-8047,083-553-6352,queen.mahao@ekurhuleni.gov.za,20069 Ntlangweni Ext. 8 Tsakane
Simunye Clinic (Westonaria),-26.32197,27.68225,Clinic,,733493692,,69 Briggs Street
Sinethemba Clinic,-26.456288,27.766729,Clinic,011-850-7493,073-650-2858,b.serath@webmail.co.za,810 Cnr Foreman And Mthimkhulu Street
Sinqobile Clinic,-26.219591,27.885253,Clinic,119880788,834625612,,Luthuli
Siphumlile Clinic,-26.222248,27.83265,Clinic,117658085,834087432,,3206 Cbd Area
Sizwe Tropical Diseases Hospital,-26.13745,28.12496,Specialised TB Hospital,011-531-4300,,riannal@gpg.gov.za,Cnr Modderfontein And Club Street
Skinner Street Clinic,-25.73271,28.1998,Clinic,012-354-1654,082-826-7509,,"Dr Savage Road, Within Tdh (TSHWANE District Hospital)"
Slovo Park Clinic,-26.214283,28.489241,Clinic,011 999 6661,,,1932 Durban Drive
Sokhulumi Clinic,-25.602948,28.89733,Clinic,,823352802,,
Sol Plaatjies Clinic,-26.162742,27.86061,Clinic,110265104,835179987,,1407 Durban Deep
Sonto Thobela Clinic,-26.383828,28.395179,Clinic,011-999-9277,078-079-2381,sehumem@ekurhuleni.gov.za,982 Mandela Drive Bluegum View
Sophiatown Clinic,-26.173339,27.979238,Clinic,114775649,832860052,,C/O Edward And Gibson Street
Soshanguve 2 Clinic,-25.51308,28.1142,Clinic,012-799-4634,082-331-0749,,"1850 Block G, Soshanguve"
Soshanguve Block JJ Clinic,-25.45762,28.08334,Clinic,012-713-0320,082-335-2817,ikemoremi@yahoo.com,"972 Rivoningo Street, Block Jj"
Soshanguve Block TT Clinic,-25.55992,28.06515,Clinic,012-791-1502,082-334-2782,,"625 Block Tt, Soshanguve"
Soshanguve Block X Clinic,-25.4692,28.1317,Clinic,012-712-3900,082-850-7831,,"920 Block X, Soshanguve"
Soshanguve CHC,-25.49123,28.09431,Community Health Clinic,012-790-1905,079-872-6077,solly.makua@gauteng.gov.za,"1834 Bb, Soshanguve"
South Hills Clinic,-26.251474,28.087921,Clinic,011-623-1297,083-287-0993,mirriammo@joburg.org.za,"Cnr. Estantia Avenue And Geneva Road,South Hills"
South Rand Hospital,-26.252571,28.0628,District Hospital,011-681-2000,,,"1 Frairs Road,The Hill"
Spartan Clinic,-26.108655,28.226012,Clinic,011-999-4070,,victorian@ekurhuleni.gov.za,H Lewis Street
Stanza Bopape CHC,-25.70567,28.39402,Community Health Clinic,716098628,824523843,,Shilovhane Street
Stanza Bopape II Clinic,-25.7144,28.4155,Clinic,123580422,845081602,stevep@tshwane.gov.za,"25905,Ext 8,Hector Peterson Str."
Sterkfontein Hospital,-26.05886,27.75778,Specialised Psychiatric Hospital,011-951-8000,,ragmond.billa@gauteng.gov.za,Sterkfontein Road Krugersdorp
Steve Biko Academic Hospital,-25.73271,28.19978,Central Hospital,123541657,824497678,,Malan Street
Stretford CHC,-26.469747,27.869155,Community Health Clinic,011-850-4578,073-472-2956,,Link Road
Sunriseview Clinic,-26.39157,28.19707,Clinic,011-999-1915,078-818-0209,,Stand 7871
Suurman Clinic,-25.377977,28.210284,Clinic,012 710 0059,083 288 6910,,"Stand No. 871, Suurman"
Tamaho Clinic,-26.310812,28.143252,Clinic,,084-326-0692,,"94 Mandela Section Zone 9,Katlehong"
Tambo Memorial Hospital,-26.218691,28.245817,Regional Hospital,011-898-8000,082-376-9564,avisn@gjg.gov.za,Railway Road
Tara H Moross Centre Hospital,-26.108635,28.036975,Specialised Psychiatric Hospital,011-535-3000,082-335-1899,florence.otieno@gauteng.gov.za,50 Saxon Road
Tarlton Clinic,-26.09143,27.66503,Clinic,011-952-1535,,,Plot 09 Cecilia Street
Temba CHC,-25.37743,28.26362,Community Health Clinic,012-717-1904,082-313-0336,,2474 Temba
Tembisa CHC,-26.008813,28.216836,Clinic,011-999-4519,,maggie.tsoari@ekurhuleni.gov.za,19 George Nyanga Tembisa
Tembisa Hospital,-25.984107,28.237288,Regional Hospital,011-923-2350,082-570-5504,sandile.mfenyana@gauteng.gov.za,C/R Flint Mazibuko And Rev. Namane Drive Tembisa North
Tembisa Main Clinic,-26.009348,28.24085,Clinic,011-999-4423,,c.mathumba@ekurhuleni.gov.za,
Thembelihle Clinic,-26.34063,27.86636,Clinic,011-857-1622,,,136 Volka Street Lenasia
Thembelisha Clinic,-26.308314,28.406892,Clinic,011-999-8323,076-719-0226,josephine.dube@ekurhuleni.gov.za,11377 Motlhaping Street
Thlokomelong Clinic,-26.5479,27.84962,Clinic,016-590-4003,,,4616 Thandi Modise Street Small Farms
Thoko Mngoma Clinic,-26.095949,28.097231,Clinic,011-448-1402,083-287-1447,,Cnr 3rd And 6th Avenue
Thusanang Clinic,-26.49964,27.46562,Clinic,,829055917,,786 C/O Mogale & Moeketsi
Thusong Community Clinic,-26.14002,27.7998,Clinic,011-410-3983/011-278-8400,,,12527 Ainsley Street Kagiso 1
Tladi LA Clinic,-26.25036,27.84012,Clinic,119302111,834624729,,144 Babinaphuthi Str
Tladi Prov Clinic,-26.254048,27.841512,Clinic,119306816,,,1592 Legwale Street
Tlamelong Clinic,-25.51416,28.07147,Clinic,012-702-1101,083-707-4197,,"2734 Block B, Mabopane"
Tsakane Clinic,-26.348234,28.373271,Clinic,011-999-8008,,,10890 Zulu Street Tsakane
Tsakane Ext 10 Clinic,-26.38442,28.37905,Clinic,119996661,,,Cnr Ntuli And Simelane Street
Tshepiso Clinic,-26.6741,27.86821,Clinic,016-451-8939,,,1986 Phase 2 Tshepiso
Tshepisong Clinic,-26.19072,27.81243,Clinic,117658396,796926923,annamariem@joburg.org.za,"3242 Galela Street,Phase 4,Tsepisong"
Tshwane District Hospital,-25.73271,28.1998,District Hospital,123545602,825737113,noing.soe@gauteng.gov.za,Corner Dr Savage And Voortrekker
Tshwane Rehabilitation Hospital,-25.73651,28.19899,Specialised Rehabilitation Hospital,"0123546131, 0123546163",837749068,mansur.cloete@gauteng.gov.za,Corner Dr Savage And Soutspanberg Roads
Tswelopele Clinic,-26.32825,28.19216,Clinic,011-999-6027,,nomta.mengwai@ekurhuleni.gov.za,22 Lesika Street
Ubuntu Clinic,-25.791111,28.431111,Clinic,,798799304,,Plot 257
Usizolwethu Clinic,-26.35174,28.77772,Clinic,071-688-0141,071-686-9964,,Coner Of Botha And Lilian
Van Dyk Park Clinic,-26.257122,28.292799,Clinic,119998130,,sethepelem@ekurhuleni.gov.za,12 Kremetart Street Van Dyk Park
Venterspos Clinic,-26.27367,27.62203,Clinic,116980316,723267277,,115 Carlton Street
Vischuil Clinic,-26.2993,28.58501,Clinic,,716869983,,116 Melman Road Endicott
Vlakfontein Clinic,-26.371493,27.876804,Clinic,011-213-9900,082-556-0130,,252 Motola Street
Vosloorus Ext 28 Clinic,-26.377715,28.203143,Clinic,011-999-5315,,lineoh@ekurhuleni.gov.za,20925 Nyamopondo Street
Vosloorus Ext 9 Clinic,-26.348032,28.218515,Clinic,011-999-6249/30,,nentando.vilakazi@ekurhuleni.gov.za,"147 Sam Sekoati Street Marimiba,Ext 9"
Vosloorus Poly Clinic,-26.349342,28.197825,Clinic,011-999-6238,011-906-1606,lulama.mkabela@ekurhuleni.gov.comm,37 Ditshego Street Vosloorus
Wannenburg Clinic,-26.189315,28.168334,Clinic,011-828-4836,082-321-5279,annahl@ekurhuleni.gov.za,Cnr. Pretoria And Mimosa Street Primrose
Wedela Clinic,-26.46024,27.38799,Clinic,187801021,846507746,,504 1st Avenue
